index,len,data
58659,117,"[-16,-8,-15,-9,-16,-12,-15,-13,-16,-14,-13,-16,-14,-18,-12,-18,-12,-20,-11,-23,-10,-22,-9,-23,-8,-23,-7,-25,-6,-24,-5,-25,-5,-24,-3,-24,-3,-24,-2,-26,-2,-25,-1,-24,0,-24,1,-24,2,-25,1,-24,2,-24,3,-24,3,-25,2,-26,2,-25,4,-27,4,-26,4,-27,5,-28,5,-28,5,-26,5,-28,6,-29,7,-29,7,-30,7,-28,7,-30,7,-32,10,-31,9,-29,10,-32,10,-32,11,-33,12,-34,12,-34,13,-33,13,-33,14,-33,13,-34,15,-34,15,-34,0,0,0,0,0,0,-33,-18,-32,-18,-32,-17,-30,-17,-31,-17,-30,-18,-30,-17,-30,-18,-29,-17,-26,-18,-26,-18,-26,-17,-26,-17,-25,-18,-24,-17,-23,-17,-24,-17,-23,-17,-23,-18,-22,-17,-21,-16,-22,-17,-20,-16,-19,-16,-19,-17,-19,-18,-17,-16,-17,-17,-17,-17,-17,-15,-16,-18,-16,-18,-16,-18,-16,-18,-13,-17,-14,-19,-14,-19,-14,-20,-13,-20,-10,-20,-11,-20,-11,-20,-10,-21,-10,-21,-9,-22,-8,-21,-5,-23,-6,-22,-3,-21,-3,-20,-2,-21,0,-20,2,-20,3,-18,4,-17,5,-15,6,-14]"
58660,117,"[0,16,0,19,-1,20,-1,21,-2,21,-2,23,-3,22,-5,23,-5,24,-6,23,-5,24,-8,24,-6,23,-7,24,-7,24,-7,24,-6,25,-7,24,-7,23,-7,24,-6,24,-5,23,-4,23,-5,24,-4,24,-2,24,-3,25,-3,25,-2,26,-2,26,-1,26,-1,27,-1,27,2,26,1,27,4,28,4,28,6,29,6,29,6,29,7,30,9,30,9,32,11,31,11,31,10,31,14,31,14,32,15,32,16,32,17,31,18,31,19,31,19,31,21,31,21,31,21,31,0,0,0,0,0,0,28,-25,27,-26,25,-25,25,-26,24,-25,23,-26,21,-25,22,-27,20,-26,19,-28,20,-26,17,-26,16,-27,14,-27,14,-28,13,-27,12,-28,11,-27,10,-27,9,-27,7,-28,8,-26,7,-26,7,-26,5,-24,5,-25,3,-26,2,-24,3,-24,1,-23,2,-24,1,-24,1,-23,0,-23,0,-22,0,-24,-2,-24,-1,-22,-2,-25,-1,-23,-1,-24,-3,-24,-2,-24,-3,-23,-2,-24,-3,-23,-1,-23,-3,-23,-1,-23,0,-22,0,-21,1,-20,2,-19,3,-18,1,-18,3,-17,3,-15]"
58661,117,"[0,-14,1,-15,0,-17,2,-18,5,-19,7,-19,8,-19,10,-18,11,-19,11,-18,13,-18,14,-18,13,-16,16,-17,17,-15,18,-15,18,-14,18,-13,17,-12,20,-13,18,-12,19,-11,20,-11,19,-11,19,-11,19,-11,20,-9,20,-9,20,-11,21,-11,22,-9,22,-10,22,-9,22,-9,22,-9,24,-9,24,-8,24,-9,25,-9,25,-10,26,-9,26,-9,28,-7,28,-9,28,-8,30,-6,30,-7,30,-7,32,-7,32,-6,33,-8,32,-5,34,-4,33,-4,34,-7,34,-6,33,-4,0,0,0,0,0,0,-3,-34,-1,-34,-1,-33,0,-33,0,-33,0,-33,0,-31,0,-33,0,-31,1,-30,2,-30,1,-29,1,-30,2,-28,2,-28,1,-27,1,-27,3,-27,3,-26,3,-25,3,-25,3,-24,2,-24,4,-24,4,-24,5,-22,5,-22,4,-22,5,-22,4,-22,6,-22,6,-21,7,-22,6,-21,7,-20,8,-21,9,-20,9,-20,11,-21,11,-19,11,-19,11,-19,11,-18,11,-18,12,-17,13,-15,15,-14,14,-15,15,-13,15,-11,16,-11,15,-9,15,-8,16,-7,14,-5,14,-4,14,-2]"
58662,117,"[-4,12,-5,13,-6,14,-8,15,-8,14,-10,13,-12,14,-13,13,-13,13,-14,13,-14,13,-16,11,-15,12,-16,12,-17,11,-17,9,-17,9,-17,9,-17,9,-17,8,-18,8,-18,8,-17,8,-17,8,-17,7,-18,8,-18,7,-18,7,-19,8,-18,8,-19,7,-19,8,-19,8,-20,8,-20,7,-20,9,-21,8,-21,9,-22,8,-22,8,-22,9,-22,9,-24,9,-24,10,-24,9,-25,9,-26,9,-25,9,-27,11,-27,11,-27,11,-27,10,-28,10,-28,9,-28,11,-30,10,-28,11,0,0,0,0,0,0,10,28,10,29,11,28,7,28,9,26,9,26,8,26,9,26,9,26,7,23,8,25,8,25,8,24,8,25,8,24,8,22,9,22,8,23,8,21,8,22,7,19,7,21,7,20,6,20,7,21,6,19,7,20,7,18,7,19,7,18,4,18,6,18,5,17,7,18,5,18,4,18,4,18,5,18,4,19,4,19,3,18,3,18,2,18,2,19,1,19,0,19,0,17,0,18,-2,17,-2,17,-3,16,-4,15,-4,15,-4,13,-4,13,-5,12,-6,10]"
58663,117,"[3,-13,3,-13,3,-13,5,-14,6,-15,7,-14,8,-14,9,-15,9,-14,10,-16,10,-14,11,-14,11,-16,13,-14,13,-15,13,-13,12,-13,13,-13,13,-13,14,-13,13,-13,13,-13,13,-13,13,-13,14,-13,12,-13,13,-13,13,-13,12,-13,13,-15,12,-14,13,-16,13,-15,13,-15,13,-16,13,-16,12,-16,12,-18,12,-18,12,-20,13,-20,13,-20,13,-20,12,-20,13,-21,12,-22,12,-21,12,-23,12,-23,12,-24,11,-23,11,-23,12,-26,11,-24,12,-26,11,-27,12,-25,0,0,0,0,0,0,-27,-10,-27,-10,-27,-10,-24,-9,-26,-8,-25,-8,-27,-8,-26,-7,-25,-7,-24,-6,-23,-6,-23,-6,-23,-6,-23,-5,-23,-4,-23,-3,-23,-3,-21,-3,-23,-4,-20,-2,-20,-2,-20,-2,-20,-2,-20,-2,-20,-2,-20,-2,-20,0,-19,0,-19,0,-18,0,-19,0,-19,0,-19,0,-18,0,-17,0,-19,0,-18,0,-17,0,-19,0,-17,0,-17,0,-17,0,-19,-2,-18,-1,-17,-2,-16,-1,-16,-2,-16,-3,-16,-3,-15,-5,-15,-5,-15,-5,-13,-5,-13,-6,-12,-6,-10,-6,-10,-6]"
58664,117,"[-6,-9,-8,-10,-7,-12,-7,-13,-7,-14,-6,-15,-5,-15,-3,-16,-3,-18,-2,-18,-1,-18,-1,-19,0,-19,0,-19,1,-18,1,-18,1,-17,3,-18,3,-18,4,-19,4,-18,4,-19,4,-17,4,-18,5,-18,5,-16,5,-17,5,-18,5,-17,5,-18,5,-17,6,-20,6,-18,6,-19,7,-20,6,-19,6,-20,6,-20,7,-20,7,-20,8,-22,8,-21,9,-22,9,-23,10,-23,10,-23,10,-23,11,-23,10,-26,10,-24,10,-25,10,-24,12,-24,12,-23,13,-25,13,-27,13,-27,0,0,0,0,0,0,-25,-13,-23,-14,-25,-13,-23,-13,-23,-14,-23,-12,-23,-13,-23,-13,-23,-13,-20,-12,-20,-12,-19,-12,-20,-12,-20,-13,-19,-13,-19,-12,-19,-12,-18,-10,-18,-11,-17,-11,-17,-10,-16,-11,-16,-10,-16,-11,-16,-12,-16,-11,-14,-11,-16,-11,-15,-10,-13,-9,-13,-11,-13,-11,-14,-11,-14,-11,-13,-10,-13,-13,-13,-12,-13,-12,-13,-13,-12,-12,-10,-13,-11,-13,-10,-13,-10,-13,-10,-14,-9,-13,-8,-14,-8,-15,-6,-14,-5,-14,-4,-15,-3,-13,-2,-13,-1,-13,-1,-12,0,-11,0,-11]"
58665,117,"[3,12,3,13,3,14,3,16,0,17,0,17,0,18,-1,18,-1,18,-3,19,-3,19,-3,19,-3,19,-4,19,-6,19,-4,19,-5,18,-6,18,-6,18,-6,17,-7,18,-7,19,-6,18,-7,17,-6,19,-5,18,-6,18,-5,18,-5,19,-6,18,-6,18,-6,20,-7,19,-6,19,-6,21,-6,21,-5,20,-4,21,-5,21,-4,22,-5,23,-4,23,-5,24,-5,25,-4,25,-5,25,-3,25,-5,26,-5,27,-5,27,-4,27,-3,27,-4,28,-4,28,-3,30,-4,29,-3,28,0,0,0,0,0,0,29,3,29,2,28,2,28,3,27,3,27,2,27,1,27,2,27,2,25,0,23,0,24,0,24,0,24,0,24,0,23,0,24,0,23,0,23,0,21,-1,22,-1,20,-1,21,-1,20,-1,20,0,19,0,19,0,19,-2,19,-2,17,-2,19,0,19,-1,19,-1,18,-1,17,0,19,-1,19,0,18,-1,19,0,18,-1,19,0,18,-1,18,0,18,0,18,1,16,0,17,2,17,2,16,3,15,3,15,3,15,3,14,5,13,5,12,5,11,5,10,6]"
58666,117,"[11,-6,12,-6,13,-6,14,-6,15,-6,16,-5,16,-4,16,-4,17,-4,18,-3,18,-3,19,-2,19,-3,19,-3,19,-2,19,-3,19,-2,18,-3,20,-3,19,-3,18,-3,18,-3,17,-3,17,-4,17,-3,17,-4,17,-5,18,-4,18,-5,19,-6,17,-5,19,-7,19,-9,20,-8,19,-9,18,-10,17,-10,18,-11,19,-12,18,-13,19,-13,18,-13,19,-14,18,-16,20,-15,19,-16,19,-16,18,-17,19,-18,18,-20,19,-20,16,-19,18,-21,17,-21,16,-23,17,-23,17,-23,0,0,0,0,0,0,-24,-14,-24,-13,-24,-13,-23,-12,-24,-12,-24,-10,-25,-9,-25,-9,-23,-7,-23,-7,-23,-6,-22,-6,-22,-5,-23,-4,-23,-3,-20,-3,-23,-1,-21,-2,-22,0,-20,-1,-20,0,-20,0,-20,0,-20,0,-20,0,-19,1,-18,1,-19,3,-18,2,-18,3,-17,2,-18,3,-17,4,-17,4,-16,3,-17,3,-18,4,-16,5,-16,5,-16,4,-16,4,-16,4,-16,4,-16,4,-16,5,-16,4,-16,3,-16,3,-15,3,-15,2,-14,2,-15,0,-13,1,-13,0,-13,0,-11,0,-10,0]"
58667,117,"[0,-13,1,-14,1,-15,3,-15,4,-15,4,-16,5,-16,7,-16,7,-17,8,-16,8,-16,9,-15,10,-16,11,-16,11,-16,11,-16,10,-15,11,-15,11,-15,11,-15,11,-15,12,-15,11,-15,11,-15,12,-15,11,-15,11,-15,11,-15,11,-16,11,-16,11,-16,11,-16,11,-18,11,-18,11,-18,11,-19,10,-18,9,-20,11,-19,11,-19,10,-21,10,-20,11,-22,11,-23,10,-23,10,-24,11,-23,10,-23,11,-24,11,-26,11,-25,11,-25,10,-26,11,-26,11,-27,10,-28,9,-27,0,0,0,0,0,0,-27,-9,-28,-8,-27,-7,-27,-7,-27,-7,-25,-7,-25,-7,-25,-6,-25,-6,-24,-6,-24,-4,-23,-4,-23,-4,-23,-3,-23,-3,-23,-3,-22,-3,-22,-2,-22,-2,-21,-3,-20,-1,-20,-1,-20,-2,-20,-1,-20,-1,-19,-1,-19,0,-19,0,-19,0,-18,0,-19,0,-17,0,-17,0,-18,0,-17,0,-18,0,-18,0,-18,-1,-17,0,-17,0,-17,0,-18,-1,-17,-2,-17,-2,-17,-1,-17,-1,-15,-3,-17,-3,-15,-3,-15,-3,-14,-5,-14,-4,-12,-6,-11,-5,-11,-7,-11,-5,-8,-6]"
58668,117,"[-12,-3,-13,-4,-14,-3,-16,-4,-16,-6,-15,-6,-16,-7,-16,-9,-17,-9,-16,-10,-16,-10,-16,-11,-16,-10,-16,-10,-16,-11,-14,-10,-16,-10,-15,-10,-15,-11,-16,-10,-16,-10,-16,-10,-16,-10,-16,-10,-16,-9,-16,-9,-16,-10,-16,-9,-16,-8,-18,-7,-18,-8,-18,-7,-19,-6,-19,-6,-20,-6,-21,-6,-20,-6,-20,-4,-22,-4,-22,-3,-23,-3,-23,-3,-23,-3,-24,-2,-24,-3,-25,-3,-26,-1,-26,-1,-27,0,-27,0,-27,1,-27,1,-28,1,-28,2,-27,3,-28,4,-27,4,0,0,0,0,0,0,6,28,6,27,8,26,7,27,7,26,9,24,10,23,10,25,11,23,9,23,10,22,10,21,11,20,12,20,11,18,12,17,13,17,13,16,13,17,13,16,13,14,13,15,13,13,14,13,13,13,13,12,13,13,14,11,13,12,13,11,13,11,13,10,14,10,14,10,13,10,14,10,14,10,14,9,14,10,14,9,13,9,14,8,14,8,13,9,14,9,13,9,13,10,14,10,12,10,11,10,11,10,10,10,10,10,9,9,9,9,7,9,6,8]"
58669,117,"[12,5,12,7,13,7,13,7,14,8,15,10,13,11,14,12,14,11,15,12,15,13,14,12,16,12,16,12,14,13,15,13,15,12,14,11,16,10,16,12,16,11,16,11,16,10,16,10,16,9,17,8,17,9,17,9,18,8,19,6,18,6,19,6,20,6,20,5,21,5,21,3,21,3,22,2,22,0,23,0,24,0,24,0,25,0,25,-2,24,-2,24,-1,27,-3,26,-5,25,-6,27,-8,27,-9,25,-8,27,-10,25,-10,26,-12,27,-13,25,-13,0,0,0,0,0,0,-16,-23,-16,-23,-17,-21,-16,-21,-17,-20,-18,-19,-19,-17,-19,-16,-19,-16,-19,-15,-18,-16,-19,-14,-19,-12,-20,-12,-20,-10,-20,-10,-21,-8,-20,-7,-20,-8,-20,-6,-19,-5,-19,-5,-18,-4,-19,-3,-20,-3,-19,-3,-18,-2,-18,0,-17,0,-17,0,-17,0,-17,0,-19,1,-17,2,-16,0,-17,2,-17,3,-16,3,-17,3,-16,3,-16,3,-17,4,-16,4,-16,3,-16,4,-16,3,-16,3,-16,3,-15,3,-16,2,-14,1,-14,1,-13,1,-13,1,-12,1,-10,0,-10,0]"
58670,117,"[12,-1,13,-1,14,0,16,1,16,1,17,3,17,4,17,5,17,7,16,8,17,8,17,9,16,10,15,10,15,11,15,11,15,11,14,11,14,12,14,13,14,13,12,13,14,13,12,13,12,14,12,13,13,13,12,14,13,14,13,14,12,14,13,14,12,14,12,14,14,14,14,16,14,15,14,15,13,17,14,17,14,17,15,17,15,18,16,18,14,19,15,19,15,18,16,20,16,20,15,20,17,20,16,21,17,22,16,22,17,22,16,22,15,23,0,0,0,0,0,0,23,-15,23,-15,21,-15,22,-14,22,-14,20,-14,20,-14,22,-14,20,-13,20,-14,20,-11,18,-12,18,-13,19,-12,18,-12,18,-11,17,-11,17,-11,17,-11,17,-11,16,-11,16,-11,15,-10,16,-10,16,-8,15,-9,15,-8,14,-8,15,-8,14,-9,14,-8,15,-8,14,-8,14,-8,14,-8,16,-7,14,-7,14,-7,15,-7,15,-6,16,-6,14,-6,15,-4,15,-4,16,-4,15,-3,16,-2,15,-2,15,-1,14,0,14,0,14,0,13,2,12,2,11,2,11,3,10,3]"
58671,117,"[0,12,-1,13,-2,14,-2,15,-3,16,-5,16,-5,17,-5,16,-5,18,-6,17,-6,17,-7,18,-6,17,-7,18,-6,17,-6,18,-5,18,-6,17,-5,17,-6,17,-5,17,-4,18,-4,17,-4,17,-5,17,-2,19,-2,18,-1,18,-1,19,0,19,0,19,0,20,0,20,2,20,1,20,2,20,3,20,4,21,3,21,5,21,7,22,8,21,9,23,9,21,9,22,11,22,11,22,12,22,13,22,14,21,14,21,14,20,16,22,17,21,17,21,18,20,19,20,0,0,0,0,0,0,17,-20,16,-21,14,-22,13,-21,14,-23,12,-23,11,-22,11,-22,10,-22,9,-21,8,-22,7,-21,6,-23,5,-21,4,-23,3,-20,2,-21,1,-20,2,-20,0,-20,0,-20,0,-19,0,-19,-1,-18,-1,-18,-2,-17,-2,-17,-3,-17,-3,-17,-4,-16,-3,-17,-5,-17,-4,-17,-5,-15,-5,-15,-6,-16,-5,-15,-7,-15,-7,-14,-6,-16,-7,-14,-7,-14,-8,-14,-7,-14,-8,-14,-8,-14,-6,-14,-6,-14,-6,-14,-6,-14,-5,-13,-5,-13,-4,-12,-3,-11,-3,-11,-2,-11,-2,-11]"
58672,117,"[0,11,0,13,-2,14,-3,15,-4,17,-4,17,-5,16,-5,16,-5,17,-7,17,-7,17,-8,17,-8,17,-8,17,-8,17,-9,16,-8,16,-8,16,-8,17,-8,16,-9,16,-9,16,-8,16,-8,17,-8,17,-8,17,-8,17,-7,17,-7,17,-7,17,-6,18,-6,17,-7,18,-6,19,-6,20,-4,20,-4,20,-3,20,-5,21,-4,22,-3,23,-2,22,-1,23,-3,24,-2,24,-1,24,0,23,0,26,0,26,0,26,0,27,1,26,1,26,1,28,2,27,2,29,2,27,0,0,0,0,0,0,29,-4,26,-7,27,-6,26,-5,26,-7,25,-8,24,-7,24,-7,23,-8,23,-8,22,-9,21,-9,21,-9,20,-10,20,-10,17,-10,18,-11,17,-11,17,-11,17,-11,16,-11,15,-11,14,-11,15,-11,15,-11,14,-10,12,-11,13,-11,13,-11,11,-12,12,-12,11,-12,12,-12,11,-12,11,-12,12,-12,11,-13,11,-12,11,-14,11,-12,11,-11,11,-12,11,-12,11,-12,11,-11,12,-12,11,-11,12,-11,12,-10,11,-9,11,-8,11,-8,11,-7,11,-7,11,-5,10,-5,9,-4]"
58673,117,"[-8,8,-9,8,-10,9,-11,8,-12,8,-14,6,-14,7,-14,7,-15,7,-16,6,-16,5,-16,4,-16,6,-16,4,-17,3,-18,3,-16,3,-16,2,-16,2,-17,2,-17,2,-16,2,-16,2,-16,2,-16,2,-16,2,-17,2,-16,2,-17,2,-17,4,-18,2,-17,2,-19,3,-17,4,-19,4,-19,4,-19,4,-19,4,-19,4,-20,4,-20,5,-20,5,-20,6,-21,7,-21,6,-22,6,-22,6,-21,7,-23,7,-22,8,-24,8,-23,7,-24,7,-24,7,-24,9,-24,8,-24,9,0,0,0,0,0,0,10,23,9,24,10,23,8,22,9,23,9,21,10,22,10,21,10,21,9,19,9,19,9,19,9,19,9,19,10,18,9,18,10,16,9,16,10,16,9,16,9,15,9,16,9,14,9,14,9,14,9,14,9,14,9,12,9,13,9,13,8,14,9,13,9,12,9,12,9,13,9,13,9,13,9,13,9,13,8,14,9,13,8,12,8,13,7,13,7,13,7,14,6,13,6,13,4,13,4,13,3,13,2,12,2,12,1,12,1,11,0,10,0,9]"
58674,117,"[11,0,11,0,12,2,14,3,13,5,13,6,13,7,13,8,13,8,12,10,12,10,11,12,13,12,11,13,11,13,10,13,9,13,8,14,8,14,8,15,7,16,7,15,6,15,6,15,6,15,6,15,4,15,4,15,5,15,6,16,5,16,4,17,4,17,4,17,4,18,4,19,4,18,5,19,4,19,4,19,3,21,4,19,4,22,2,21,3,22,2,23,2,22,1,23,1,24,0,26,2,25,0,24,0,26,0,24,0,25,-1,26,0,26,0,0,0,0,0,0,26,2,25,3,26,3,24,3,23,4,24,3,24,4,24,4,22,5,22,5,21,5,21,5,20,5,20,6,20,5,19,6,19,6,19,6,19,7,17,6,18,5,17,6,17,7,17,7,16,8,15,8,15,7,15,7,15,8,15,7,14,8,15,8,14,8,14,8,13,8,13,10,13,10,13,10,12,11,12,10,11,10,11,11,10,12,11,12,10,13,9,12,8,13,7,13,6,14,5,14,4,13,2,13,2,13,1,13,0,12,0,11,-1,10]"
58675,117,"[-3,11,-2,11,-5,11,-5,12,-5,12,-7,11,-7,12,-9,12,-9,12,-10,11,-10,11,-11,11,-11,11,-12,12,-12,11,-12,10,-12,10,-12,10,-12,10,-12,10,-12,9,-12,9,-12,9,-12,9,-12,9,-12,10,-12,9,-12,9,-12,10,-13,11,-12,9,-13,10,-12,11,-12,11,-14,11,-14,12,-12,11,-13,12,-14,12,-14,12,-14,14,-14,13,-14,14,-15,14,-15,12,-16,14,-16,15,-15,15,-16,16,-16,16,-16,17,-16,15,-16,16,-17,17,-18,18,-17,18,-17,17,0,0,0,0,0,0,18,16,18,16,18,16,17,15,16,15,16,15,17,14,18,15,17,14,15,13,16,12,15,12,15,13,16,12,16,12,14,11,16,11,16,11,15,10,14,11,14,10,14,10,14,9,14,9,15,9,13,9,13,9,14,8,12,9,12,8,13,9,12,8,12,9,13,9,12,8,13,9,12,9,12,8,12,9,12,9,11,9,11,9,12,9,11,9,11,10,10,9,10,11,10,10,9,11,7,11,7,10,7,11,5,11,5,11,5,9,2,9,3,9]"
58676,117,"[9,-5,10,-5,11,-4,11,-4,12,-3,13,-4,13,-3,13,-3,14,-3,14,-3,14,-2,15,-1,15,-2,15,-1,16,-1,14,-1,14,-1,15,-1,15,-1,16,-1,15,-1,15,-1,14,-1,15,-1,16,-1,14,-1,14,-1,15,-2,14,-3,15,-3,15,-3,16,-3,16,-4,16,-4,16,-5,16,-5,16,-6,16,-6,17,-7,16,-7,17,-9,16,-8,18,-8,18,-11,18,-9,18,-10,17,-11,17,-11,18,-12,18,-12,18,-12,18,-12,18,-13,18,-12,18,-15,18,-15,17,-16,0,0,0,0,0,0,-17,-16,-17,-16,-17,-16,-16,-14,-18,-14,-16,-13,-16,-13,-17,-12,-18,-11,-16,-12,-16,-11,-16,-11,-16,-9,-16,-9,-17,-9,-16,-9,-16,-7,-17,-7,-16,-7,-15,-7,-16,-6,-16,-5,-15,-5,-15,-5,-15,-5,-15,-4,-15,-4,-14,-3,-16,-4,-14,-3,-14,-3,-14,-2,-15,-2,-14,-1,-14,-2,-14,-3,-14,-1,-14,-1,-14,-1,-14,-1,-14,-2,-14,-1,-14,-2,-14,-2,-14,-2,-13,-3,-13,-3,-14,-3,-12,-4,-12,-3,-12,-5,-11,-4,-11,-5,-10,-4,-9,-4,-8,-5,-8,-5]"
58677,117,"[5,-7,6,-8,7,-8,8,-8,9,-8,9,-9,10,-8,10,-8,11,-8,11,-8,11,-8,11,-8,11,-8,11,-8,11,-8,11,-8,11,-9,11,-9,11,-8,11,-9,11,-9,10,-10,10,-10,10,-10,10,-10,9,-10,8,-10,8,-10,9,-11,9,-12,8,-12,8,-12,7,-13,7,-14,7,-15,6,-15,6,-14,5,-16,5,-16,5,-16,5,-17,3,-17,4,-18,3,-19,2,-19,1,-19,1,-19,0,-20,1,-20,1,-20,0,-20,-1,-21,-2,-22,-2,-21,-1,-22,-3,-22,-4,-22,0,0,0,0,0,0,-22,6,-21,7,-19,8,-20,7,-20,8,-19,8,-17,10,-18,10,-17,9,-16,11,-15,11,-14,11,-14,12,-13,13,-13,13,-12,13,-11,13,-11,13,-10,13,-10,13,-9,13,-8,13,-8,12,-8,13,-7,13,-7,14,-5,13,-5,13,-5,13,-4,13,-4,13,-4,13,-3,13,-4,13,-2,13,-3,13,-2,13,-2,13,-2,14,-2,14,-2,14,-1,13,-1,13,-2,13,-1,14,-1,13,-2,13,-1,13,-2,13,-2,12,-2,12,-2,11,-2,10,-3,10,-3,9,-3,8,-2,7]"
58678,117,"[6,7,7,7,7,9,6,10,5,10,5,11,4,12,4,12,4,13,3,14,2,14,1,13,1,14,1,14,0,14,0,14,0,14,0,13,-2,14,-1,14,-1,14,-2,14,-2,13,-2,14,-2,15,-1,13,-2,14,-2,13,-2,14,-3,14,-3,14,-4,14,-4,15,-4,15,-4,16,-4,15,-4,16,-4,16,-4,16,-4,17,-5,17,-5,17,-5,17,-5,18,-6,17,-6,18,-7,18,-6,18,-7,20,-7,20,-8,20,-7,19,-8,20,-7,20,-8,20,-8,20,-10,20,0,0,0,0,0,0,20,10,20,10,19,10,18,10,19,10,18,10,19,10,18,10,17,10,17,10,16,9,16,10,16,9,15,10,16,9,14,8,15,8,15,8,14,9,13,9,13,8,13,8,13,8,13,9,13,9,11,9,11,8,11,8,11,8,11,7,10,8,10,8,10,9,10,9,9,8,10,10,10,9,10,9,10,10,8,10,9,10,8,10,8,11,7,11,7,11,7,11,5,11,6,12,4,11,4,11,3,11,2,11,1,11,1,10,0,10,0,9,0,8]"
58679,117,"[-6,-6,-6,-6,-7,-7,-7,-8,-7,-8,-6,-9,-6,-10,-7,-10,-7,-10,-7,-10,-7,-11,-6,-11,-7,-10,-7,-11,-7,-11,-6,-12,-7,-11,-6,-11,-8,-11,-7,-11,-8,-10,-7,-10,-7,-10,-8,-9,-8,-10,-8,-9,-9,-9,-9,-10,-9,-9,-10,-7,-10,-8,-11,-7,-11,-7,-12,-7,-13,-7,-13,-7,-13,-6,-13,-6,-14,-5,-15,-5,-14,-5,-15,-5,-16,-4,-16,-4,-16,-4,-16,-4,-18,-3,-18,-2,-18,-1,-18,-1,-19,0,-19,-1,-19,0,-19,0,-20,0,-20,2,-20,2,0,0,0,0,0,0,3,20,4,19,5,19,4,18,5,18,5,17,6,17,7,16,7,15,7,15,7,14,7,13,7,14,9,13,9,13,9,12,10,11,10,11,11,10,10,10,10,9,11,9,10,7,11,8,11,7,11,7,11,6,11,6,11,5,11,5,11,6,11,4,11,5,11,4,10,4,12,4,11,4,11,3,12,3,12,3,10,3,12,2,11,3,10,3,12,3,11,3,10,4,10,2,10,3,10,4,9,3,9,3,9,4,8,4,8,3,6,4,7,3]"
58680,117,"[-4,7,-5,7,-5,8,-6,8,-7,8,-7,8,-8,7,-9,8,-8,8,-9,7,-9,7,-9,7,-10,7,-10,7,-10,7,-10,7,-10,7,-10,6,-10,7,-10,7,-10,7,-10,7,-10,6,-10,7,-10,7,-9,7,-9,7,-9,8,-10,8,-10,8,-9,8,-9,9,-10,9,-10,10,-9,10,-9,10,-9,10,-9,10,-10,11,-9,12,-10,12,-8,12,-9,13,-9,14,-9,13,-8,14,-8,14,-7,15,-9,16,-8,15,-8,16,-8,16,-8,17,-8,17,-8,18,-7,18,-7,17,0,0,0,0,0,0,18,7,18,5,17,5,17,5,17,5,17,4,16,4,17,4,16,3,16,2,15,2,15,2,16,1,15,1,15,1,14,1,14,0,14,0,14,0,13,0,14,-1,12,0,12,-1,13,-1,13,-1,12,-1,11,-2,12,-2,12,-2,10,-2,11,-2,11,-2,11,-2,11,-3,11,-3,11,-2,11,-3,11,-3,11,-3,10,-3,10,-2,10,-3,11,-3,11,-2,11,-2,10,-2,11,-2,11,-1,10,-1,9,-1,10,0,9,0,9,0,8,0,8,0,7,1,7,2]"
58681,117,"[8,-1,8,-1,9,0,9,0,10,0,10,1,10,1,11,2,11,2,11,2,11,3,11,4,11,4,11,5,10,5,11,6,10,5,10,6,9,5,10,6,9,6,9,6,9,6,9,6,9,6,10,5,9,7,9,6,10,6,9,6,10,6,10,6,10,6,10,6,10,6,11,6,11,7,12,7,12,6,12,7,12,7,13,6,13,7,13,7,13,7,14,8,13,7,14,7,14,8,15,7,15,8,15,8,15,8,15,8,15,7,16,8,16,7,0,0,0,0,0,0,8,-14,8,-15,8,-15,8,-15,8,-15,7,-14,7,-14,6,-14,7,-14,7,-14,7,-13,7,-13,6,-13,5,-13,5,-13,5,-12,5,-13,5,-12,5,-11,4,-12,4,-12,5,-11,4,-10,4,-11,4,-11,3,-10,4,-11,3,-10,4,-9,3,-10,4,-10,3,-10,3,-9,3,-9,4,-9,3,-9,4,-10,4,-9,4,-9,3,-9,4,-9,4,-9,5,-8,5,-8,5,-8,6,-9,6,-8,6,-8,6,-7,7,-7,6,-6,6,-5,6,-5,6,-4,6,-4,6,-2,6,-2]"
58682,117,"[-7,1,-8,0,-9,0,-9,0,-10,0,-10,0,-11,-1,-11,-1,-10,-2,-11,-2,-11,-3,-11,-2,-11,-2,-11,-3,-11,-3,-11,-4,-11,-4,-11,-3,-11,-2,-11,-3,-11,-3,-10,-2,-11,-3,-11,-3,-11,-3,-11,-3,-10,-3,-11,-3,-11,-2,-11,-2,-11,-2,-11,-1,-12,-1,-12,-1,-12,-1,-12,-1,-12,0,-12,0,-13,0,-13,0,-13,0,-14,0,-14,0,-15,0,-15,0,-15,0,-15,1,-15,1,-15,1,-16,1,-17,2,-16,2,-16,2,-17,3,-17,3,-16,3,-17,4,0,0,0,0,0,0,4,16,5,16,5,16,4,16,5,15,5,15,5,15,6,14,5,13,6,13,5,13,5,12,6,12,6,12,6,12,6,11,7,11,7,10,7,10,7,10,6,9,6,10,7,8,7,9,7,9,7,8,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,6,8,7,7,7,6,7,7,6,7,6,7,7,7,7,6,7,6,7,6,6,5,7,5,6,4,7,4,7,4,6,4,6,3,6,2,6,2,6]"
