index,len,data
54178,117,"[12,-6,11,-6,14,-5,15,-5,16,-5,17,-3,17,-2,18,-2,18,-2,18,0,18,0,19,0,19,0,18,0,19,1,20,1,21,2,21,5,18,4,20,2,19,4,18,3,19,5,18,4,19,6,19,6,20,5,19,5,20,6,21,6,20,5,22,6,20,6,21,6,22,6,23,7,24,6,24,5,23,5,25,7,25,6,26,6,28,8,28,6,28,8,29,9,28,9,30,8,31,8,31,9,31,9,32,10,33,11,33,11,33,10,34,10,33,8,0,0,0,0,0,0,12,-33,12,-34,10,-33,12,-33,12,-33,13,-32,11,-31,11,-33,11,-31,12,-31,14,-30,12,-30,12,-29,12,-27,12,-29,10,-27,11,-27,9,-27,11,-27,11,-26,10,-25,10,-24,9,-24,9,-24,11,-24,11,-23,10,-23,10,-21,9,-22,10,-21,11,-21,11,-22,10,-21,10,-21,10,-20,11,-21,12,-21,11,-21,12,-21,13,-21,13,-20,14,-19,14,-19,14,-18,16,-19,16,-17,17,-17,16,-17,18,-15,18,-14,18,-13,18,-10,17,-9,18,-8,16,-6,16,-5,16,-3]"
54179,117,"[0,-12,0,-14,0,-15,0,-15,2,-16,4,-16,6,-16,8,-16,9,-16,9,-16,10,-16,11,-15,11,-16,11,-16,13,-15,13,-14,14,-13,14,-13,13,-14,15,-13,16,-13,16,-12,16,-12,16,-13,16,-13,16,-10,16,-10,17,-10,17,-13,17,-13,18,-11,18,-12,19,-11,19,-12,20,-12,20,-11,21,-11,22,-13,22,-11,22,-12,22,-12,23,-12,25,-12,25,-12,27,-11,27,-12,29,-12,28,-13,30,-12,30,-12,30,-12,31,-10,33,-10,33,-10,33,-11,33,-11,33,-10,0,0,0,0,0,0,-7,-35,-8,-36,-7,-34,-5,-34,-5,-33,-4,-34,-4,-33,-3,-35,-2,-33,-1,-33,0,-32,0,-32,0,-31,0,-31,0,-31,-1,-30,0,-31,0,-29,0,-28,1,-27,0,-27,1,-27,1,-26,0,-25,1,-25,2,-25,3,-25,2,-25,2,-23,3,-23,4,-23,4,-24,5,-22,4,-23,6,-22,6,-24,6,-22,5,-22,6,-23,8,-21,9,-21,9,-21,10,-20,11,-21,11,-20,13,-18,15,-18,15,-17,16,-16,16,-14,17,-14,17,-13,17,-11,17,-9,17,-7,16,-5,16,-3]"
54180,117,"[9,7,9,8,9,9,9,12,9,12,9,13,9,14,8,14,9,16,7,18,8,17,7,17,7,18,6,18,5,19,6,19,5,19,5,18,3,18,4,19,3,20,4,19,4,21,4,19,5,20,5,18,4,19,5,18,6,22,6,22,1,20,-15,11,-17,28,9,11,9,31,0,21,9,20,7,21,5,23,5,23,5,24,8,25,9,26,8,29,8,28,8,26,11,29,9,29,10,30,9,32,10,31,10,33,12,32,10,32,11,33,12,33,12,33,0,0,0,0,0,0,34,-10,34,-11,33,-11,32,-10,33,-11,33,-12,31,-10,32,-10,32,-10,30,-11,30,-10,30,-9,29,-10,28,-9,30,-10,27,-10,26,-10,26,-9,26,-9,25,-10,25,-10,25,-9,23,-8,23,-8,25,-8,24,-9,23,-9,22,-9,23,-8,22,-10,22,-8,22,-8,22,-8,22,-8,21,-8,22,-7,22,-8,21,-7,23,-8,23,-6,23,-7,22,-6,23,-5,23,-5,23,-6,22,-5,23,-2,23,-1,23,0,22,0,23,0,21,0,20,2,19,3,18,3,16,3,15,5]"
54181,117,"[-12,3,-12,3,-15,4,-14,4,-16,2,-16,2,-16,0,-17,1,-17,1,-18,0,-19,0,-19,0,-20,0,-19,0,-19,0,-18,-1,-19,0,-19,0,-19,0,-20,0,-19,0,-19,0,-19,0,-19,1,-19,0,-18,0,-20,0,-20,0,-20,2,-20,1,-19,1,-22,2,-22,2,-21,4,-22,3,-24,5,-23,5,-24,6,-24,6,-25,8,-25,6,-24,8,-26,8,-27,9,-26,9,-27,11,-27,11,-27,12,-29,11,-28,15,-28,15,-29,15,-28,15,-29,16,-30,17,-29,19,-30,18,0,0,0,0,0,0,19,30,21,30,21,29,20,28,19,27,21,26,22,27,21,25,21,24,20,24,21,24,20,22,20,22,22,21,21,21,21,18,22,19,21,17,22,18,20,17,20,16,21,16,20,15,20,16,20,15,21,15,20,13,21,12,21,12,20,10,20,12,20,12,21,11,19,10,19,11,21,12,20,10,20,11,21,10,21,11,20,10,19,10,21,11,20,11,21,12,20,11,18,13,19,12,17,14,17,14,17,14,15,14,14,15,13,13,13,13,10,13,9,13]"
54182,117,"[10,5,12,8,13,7,14,8,13,8,14,10,12,11,13,12,15,11,16,12,14,13,14,14,15,13,15,13,15,14,15,13,16,13,14,12,16,11,15,12,16,13,16,11,16,11,16,11,17,12,16,9,17,10,17,10,19,8,20,7,19,8,21,6,20,7,21,4,23,5,23,4,24,4,24,3,25,2,25,1,26,0,27,0,27,0,28,-2,28,-1,28,-2,29,-3,31,-4,31,-7,32,-7,30,-8,29,-8,32,-10,32,-11,32,-14,33,-13,32,-15,0,0,0,0,0,0,-18,-30,-19,-31,-18,-29,-17,-27,-20,-27,-20,-26,-21,-24,-23,-25,-23,-23,-22,-23,-22,-21,-21,-21,-22,-19,-25,-19,-24,-17,-24,-17,-25,-16,-24,-14,-24,-13,-24,-11,-24,-11,-23,-10,-22,-10,-22,-9,-23,-11,-23,-8,-23,-7,-23,-5,-24,-6,-22,-3,-23,-4,-23,-3,-23,-1,-23,-1,-22,-1,-23,-1,-22,0,-22,0,-24,0,-22,0,-24,0,-22,0,-23,0,-22,0,-22,0,-23,0,-23,0,-23,0,-21,0,-20,0,-21,-1,-21,-2,-20,-1,-19,-1,-17,-2,-16,-2,-16,-3]"
54183,117,"[-9,-9,-10,-9,-9,-10,-10,-10,-10,-11,-10,-13,-9,-13,-9,-14,-11,-15,-9,-15,-10,-16,-9,-16,-11,-15,-10,-16,-9,-16,-11,-16,-9,-16,-11,-16,-9,-16,-10,-16,-12,-16,-11,-16,-10,-16,-11,-15,-13,-16,-13,-15,-12,-16,-13,-16,-13,-15,-14,-16,-14,-15,-15,-15,-16,-16,-16,-15,-18,-14,-17,-16,-18,-15,-20,-13,-19,-13,-21,-13,-24,-12,-23,-12,-25,-13,-26,-12,-25,-14,-27,-12,-27,-12,-28,-11,-30,-10,-30,-11,-31,-9,-30,-9,-33,-9,-32,-10,-33,-5,-33,-7,-33,-5,0,0,0,0,0,0,-3,35,-2,33,-1,35,-2,34,-1,34,0,34,1,33,1,33,1,32,0,33,0,31,2,30,2,30,3,31,4,30,5,28,6,28,6,27,7,26,8,25,8,26,9,25,9,24,8,24,9,25,9,22,10,22,11,21,11,21,12,19,12,21,12,20,12,20,13,18,12,18,13,20,13,18,13,18,14,19,13,18,12,19,13,18,14,19,13,18,15,18,13,17,13,19,14,19,10,20,9,18,10,18,8,18,8,18,6,17,6,16,5,16,4,16]"
54184,117,"[-8,7,-11,9,-13,9,-13,9,-13,8,-15,7,-16,7,-16,7,-16,7,-16,7,-17,6,-18,7,-17,6,-19,6,-18,6,-19,4,-18,5,-18,5,-19,6,-19,4,-19,5,-19,5,-18,5,-18,5,-19,5,-18,5,-18,5,-19,5,-18,7,-19,8,-19,6,-20,8,-21,8,-21,10,-20,10,-21,9,-21,11,-20,12,-22,12,-22,13,-22,13,-22,13,-23,15,-23,16,-23,15,-25,15,-24,16,-24,16,-25,18,-25,19,-25,20,-25,19,-25,19,-25,20,-26,21,-26,24,-26,24,0,0,0,0,0,0,25,24,25,25,24,24,23,23,24,24,24,23,23,23,25,21,24,21,23,21,23,21,22,19,24,19,24,18,24,17,23,16,25,16,23,16,24,16,22,16,22,14,23,14,21,14,21,13,21,15,21,12,20,11,21,10,22,11,19,9,19,11,21,10,21,11,21,9,18,9,22,10,19,10,20,9,21,10,21,10,20,10,20,11,20,11,20,10,21,11,19,12,18,12,19,12,17,13,16,13,16,13,15,13,14,14,14,14,12,14,10,13,9,13]"
54185,117,"[-9,7,-12,6,-11,8,-13,7,-14,7,-16,6,-16,4,-17,5,-17,3,-18,4,-18,3,-18,3,-18,3,-20,2,-19,2,-18,0,-19,1,-19,0,-19,1,-20,0,-20,0,-19,0,-21,0,-19,0,-19,0,-20,0,-20,0,-20,0,-21,0,-20,1,-20,0,-20,0,-21,1,-22,1,-23,2,-22,2,-23,1,-24,3,-24,4,-25,2,-26,3,-25,1,-27,3,-27,3,-28,3,-29,4,-28,3,-29,5,-30,5,-30,5,-31,6,-32,5,-33,5,-33,6,-33,6,-33,7,-34,8,0,0,0,0,0,0,8,34,8,34,8,34,5,33,6,33,5,34,7,32,8,33,7,33,7,32,7,32,6,30,5,30,7,29,7,29,7,28,8,28,8,26,6,28,6,26,7,25,7,24,7,24,6,24,7,24,6,23,7,23,7,22,6,22,8,22,5,22,6,23,6,21,6,22,5,20,6,23,6,22,7,21,7,22,5,21,5,21,5,22,5,22,4,21,3,22,2,22,0,23,0,22,0,22,0,21,-2,21,-1,19,-3,18,-2,17,-4,17,-6,16,-5,15]"
54186,117,"[4,12,4,13,4,14,4,16,2,16,1,17,0,17,0,16,0,18,0,19,-2,19,-3,18,-2,19,-4,19,-6,18,-6,19,-5,18,-6,19,-7,18,-7,19,-9,18,-8,18,-7,17,-9,18,-10,18,-9,17,-9,18,-10,17,-9,18,-9,19,-9,18,-11,19,-10,20,-9,19,-12,21,-11,21,-12,20,-10,20,-12,21,-12,22,-13,23,-12,22,-13,22,-14,24,-15,24,-15,24,-16,24,-15,24,-16,27,-17,26,-16,29,-16,26,-17,27,-18,27,-17,29,-20,29,-19,28,0,0,0,0,0,0,28,22,29,21,29,20,27,20,27,20,26,20,26,20,26,22,25,20,24,21,22,21,21,22,23,19,22,20,22,18,20,19,22,18,19,18,20,18,18,17,18,18,18,17,19,17,17,18,16,18,16,16,16,17,16,16,16,17,16,16,15,16,16,16,15,16,16,17,13,16,15,18,15,18,15,18,15,18,12,19,12,19,13,18,12,20,11,19,10,20,9,19,7,22,8,22,6,20,4,20,2,20,2,20,1,19,0,19,0,17,-1,16,-2,16]"
54187,117,"[-12,2,-12,3,-14,2,-15,2,-16,2,-17,1,-17,1,-17,1,-17,2,-19,1,-19,1,-19,1,-18,1,-19,1,-20,0,-19,2,-19,3,-20,2,-19,2,-20,2,-20,4,-20,5,-18,5,-19,5,-19,6,-18,7,-18,7,-19,9,-19,9,-18,11,-18,11,-19,11,-18,11,-17,14,-17,15,-17,15,-17,16,-16,18,-17,18,-17,19,-16,21,-15,22,-14,22,-15,23,-13,24,-12,25,-12,27,-11,27,-12,28,-11,30,-10,30,-9,29,-9,33,-6,33,-6,34,-5,35,-4,34,0,0,0,0,0,0,37,0,35,0,35,-2,34,-3,33,-4,33,-6,32,-7,33,-9,32,-8,31,-8,30,-10,28,-10,28,-11,28,-11,27,-13,24,-13,26,-15,22,-14,23,-16,21,-15,21,-17,20,-16,19,-17,19,-18,18,-17,16,-19,14,-19,15,-19,14,-19,11,-19,12,-18,11,-20,11,-20,10,-20,10,-20,10,-22,8,-21,8,-22,9,-21,7,-21,8,-21,7,-21,7,-22,7,-22,7,-22,6,-22,7,-22,6,-22,7,-21,6,-19,7,-20,7,-18,8,-18,7,-17,7,-16,6,-14,7,-13]"
54188,117,"[-4,11,-4,12,-6,12,-8,13,-9,12,-10,12,-11,11,-12,12,-12,12,-13,12,-13,11,-15,11,-15,12,-16,11,-16,11,-16,11,-18,11,-16,10,-16,10,-16,10,-18,10,-17,9,-17,9,-17,9,-19,9,-19,9,-18,8,-18,9,-18,10,-20,9,-18,9,-19,11,-21,10,-20,10,-22,10,-22,10,-21,10,-22,11,-22,11,-22,11,-23,12,-23,11,-23,11,-25,13,-24,11,-26,12,-26,13,-27,12,-27,14,-27,14,-27,14,-29,12,-29,13,-30,13,-30,15,-31,16,-31,15,0,0,0,0,0,0,15,32,14,31,15,32,12,31,12,31,13,32,13,32,12,31,12,30,11,31,10,29,10,29,11,28,11,28,11,28,10,26,11,26,11,26,11,26,9,24,11,23,9,24,9,23,9,23,8,24,8,22,8,22,9,22,8,22,9,22,7,21,7,22,7,22,7,22,6,21,6,22,7,22,7,22,6,23,4,22,4,23,5,22,4,22,3,22,3,23,1,22,1,22,0,22,-1,21,-1,21,-2,21,-4,19,-5,19,-6,17,-6,17,-7,14,-8,14]"
54189,117,"[11,-5,12,-4,13,-4,16,-4,16,-2,17,-1,17,-1,18,0,18,0,17,2,17,1,19,3,17,4,19,5,19,6,18,5,19,6,16,6,17,8,17,8,17,9,17,10,16,9,16,11,17,10,16,10,18,10,16,12,16,11,17,12,17,12,18,13,17,12,17,13,19,14,20,16,19,15,20,15,18,16,19,16,20,16,19,17,20,18,21,18,21,20,21,20,21,21,22,21,22,23,21,23,22,23,23,24,22,25,21,25,22,24,23,27,21,26,0,0,0,0,0,0,29,-20,29,-19,29,-18,29,-19,29,-18,30,-18,29,-16,31,-16,28,-15,28,-15,27,-14,28,-12,27,-13,27,-13,27,-13,26,-12,26,-12,26,-10,27,-10,25,-9,25,-10,24,-8,23,-8,23,-7,25,-6,23,-6,23,-8,22,-6,23,-6,21,-6,23,-5,23,-5,22,-4,22,-4,21,-4,24,-3,22,-1,22,-1,23,-1,23,0,23,0,23,0,23,1,22,1,24,2,23,2,23,5,21,5,20,7,19,8,18,9,17,10,16,11,15,11,14,12,12,12,10,12]"
54190,117,"[8,10,8,10,8,12,8,14,7,15,6,15,6,16,5,16,5,17,5,17,5,17,2,18,2,18,3,19,1,19,1,20,2,19,0,19,0,19,0,19,0,20,0,20,0,19,0,20,0,20,0,19,0,19,0,20,0,21,0,21,0,20,0,22,0,23,0,23,0,24,0,24,0,24,1,25,0,23,0,25,0,26,0,26,1,28,0,29,1,29,0,29,1,28,2,31,0,31,0,33,0,32,1,33,1,33,0,33,0,34,1,35,0,34,0,0,0,0,0,0,36,0,36,0,34,-2,34,0,34,0,33,-1,33,0,33,0,33,0,32,0,31,0,30,0,31,0,30,0,31,-1,28,0,29,-1,28,0,28,0,26,0,27,-2,26,0,24,-1,25,0,25,0,25,0,25,0,24,0,24,0,22,-1,23,0,22,-1,23,0,22,0,23,0,24,0,23,0,24,0,24,0,23,0,22,1,22,1,24,3,22,2,23,3,23,4,22,5,22,5,21,7,19,8,19,7,17,10,16,10,16,10,15,11,12,11,12,12]"
54191,117,"[0,-13,0,-13,0,-14,0,-16,1,-16,3,-16,6,-16,5,-16,7,-16,7,-17,8,-17,10,-16,9,-17,9,-17,12,-16,12,-16,12,-16,11,-16,13,-16,12,-16,13,-15,13,-15,13,-15,13,-15,14,-14,13,-14,14,-15,14,-15,14,-16,14,-16,14,-15,16,-16,16,-16,15,-16,17,-16,16,-16,16,-16,16,-17,18,-16,17,-17,18,-18,18,-18,19,-19,18,-20,20,-20,20,-19,20,-20,21,-21,22,-21,23,-22,24,-23,22,-20,24,-22,25,-22,25,-22,25,-23,24,-23,0,0,0,0,0,0,-25,-27,-23,-28,-22,-26,-23,-27,-22,-26,-21,-27,-21,-25,-20,-27,-20,-25,-19,-26,-18,-25,-18,-25,-18,-24,-17,-24,-16,-25,-16,-22,-17,-23,-16,-23,-16,-22,-15,-21,-15,-21,-15,-21,-14,-20,-14,-20,-14,-21,-12,-20,-13,-19,-15,-19,-13,-19,-13,-18,-11,-18,-12,-19,-12,-20,-11,-18,-10,-18,-11,-20,-10,-20,-11,-20,-11,-21,-9,-19,-9,-20,-9,-21,-8,-21,-7,-21,-6,-21,-4,-21,-3,-22,-4,-22,-1,-22,-1,-22,0,-21,0,-20,1,-19,2,-19,2,-18,6,-16,5,-15]"
54192,117,"[-12,1,-13,1,-14,1,-15,0,-15,0,-17,-1,-16,-1,-17,-2,-17,-3,-17,-3,-18,-4,-19,-4,-17,-3,-19,-4,-18,-5,-18,-6,-19,-7,-19,-7,-16,-6,-18,-6,-18,-5,-18,-5,-19,-6,-18,-5,-18,-6,-19,-6,-20,-6,-19,-5,-20,-5,-20,-5,-19,-6,-21,-4,-22,-5,-22,-5,-22,-5,-22,-5,-22,-5,-24,-4,-23,-2,-25,-4,-26,-3,-25,-2,-27,-3,-28,-1,-28,-3,-29,-3,-29,-2,-30,-1,-31,-1,-32,0,-31,0,-32,0,-33,0,-33,0,-33,1,-33,0,-34,1,0,0,0,0,0,0,1,35,2,34,3,35,1,33,1,35,2,34,3,33,3,33,3,32,2,33,2,32,2,30,3,30,4,29,4,30,5,29,6,28,6,27,5,27,5,25,6,26,6,25,6,25,6,24,5,24,6,23,7,22,7,22,7,22,7,22,6,22,6,22,8,22,9,22,7,21,7,22,7,22,8,22,7,22,6,22,5,22,7,22,6,22,6,22,6,23,5,22,4,23,4,22,1,22,0,22,1,21,0,21,0,19,0,19,-1,19,-2,17,-3,16]"
54193,117,"[3,-12,3,-13,5,-14,5,-13,6,-14,8,-16,6,-15,7,-16,9,-16,10,-15,8,-16,9,-16,9,-16,9,-16,10,-17,10,-17,7,-18,10,-17,8,-16,9,-17,8,-16,8,-18,7,-19,8,-17,7,-18,6,-20,6,-20,5,-19,6,-19,5,-21,4,-20,4,-21,4,-22,2,-21,1,-23,0,-24,0,-24,0,-24,0,-25,-1,-24,-1,-26,-3,-27,-4,-28,-4,-27,-3,-28,-5,-29,-6,-28,-7,-29,-9,-30,-9,-31,-11,-31,-12,-30,-13,-32,-14,-31,-14,-31,-16,-32,-15,-30,0,0,0,0,0,0,-30,18,-29,20,-27,21,-29,21,-26,22,-25,22,-25,23,-24,23,-23,23,-22,22,-21,23,-20,24,-20,24,-19,24,-17,25,-15,24,-16,25,-14,23,-15,24,-13,23,-11,24,-11,24,-10,22,-10,23,-9,23,-8,22,-9,23,-6,23,-6,23,-3,23,-5,23,-4,24,-3,24,-3,23,-2,22,-3,22,-1,22,-2,24,-2,24,-2,24,0,23,0,23,-1,23,-1,23,0,23,-2,23,-1,24,-2,22,-2,21,-2,22,-2,21,-3,20,-5,19,-4,18,-4,17,-5,16,-5,15]"
54194,117,"[-9,-8,-10,-9,-9,-10,-10,-12,-9,-13,-9,-14,-10,-14,-10,-16,-9,-15,-10,-16,-9,-16,-9,-16,-8,-16,-10,-16,-9,-17,-8,-17,-9,-18,-9,-18,-8,-16,-9,-16,-8,-17,-10,-17,-10,-17,-8,-16,-10,-16,-10,-17,-10,-18,-11,-16,-11,-17,-12,-17,-12,-16,-12,-18,-14,-16,-14,-16,-16,-17,-16,-18,-16,-18,-16,-17,-16,-17,-18,-17,-19,-18,-20,-18,-20,-17,-22,-17,-22,-18,-24,-18,-23,-16,-25,-17,-25,-18,-27,-17,-27,-16,-26,-18,-29,-18,-28,-18,-31,-18,-30,-16,-29,-16,0,0,0,0,0,0,-15,33,-14,33,-13,33,-13,33,-13,33,-13,32,-10,32,-10,32,-9,32,-9,32,-9,31,-8,31,-8,30,-6,29,-7,30,-5,28,-4,29,-4,28,-3,29,-2,27,-2,27,-2,28,-1,26,-1,25,-1,26,0,25,0,25,0,24,0,24,0,23,0,25,1,24,0,24,1,24,2,23,1,25,3,22,1,23,2,23,1,23,1,24,2,23,1,23,1,23,1,24,0,22,0,24,0,22,0,22,0,23,-1,21,-2,20,-3,19,-3,19,-5,17,-4,17,-5,16]"
54195,117,"[-10,6,-12,7,-12,8,-13,7,-15,7,-16,5,-16,4,-17,5,-18,5,-18,4,-18,2,-19,3,-19,3,-19,2,-19,2,-18,1,-20,0,-19,1,-19,1,-19,2,-20,0,-19,1,-19,1,-20,1,-20,1,-18,0,-20,0,-20,2,-20,3,-21,3,-21,2,-21,3,-22,3,-21,3,-24,4,-24,3,-24,3,-24,4,-25,4,-24,5,-26,6,-27,5,-28,6,-28,7,-29,7,-29,6,-28,6,-29,8,-31,9,-32,10,-32,9,-31,9,-32,9,-33,9,-33,10,-33,12,-33,11,0,0,0,0,0,0,13,34,12,33,14,33,11,33,11,33,12,33,13,31,14,32,13,32,12,32,11,30,12,29,12,30,14,29,13,29,13,28,14,27,13,25,12,26,11,24,13,25,11,24,13,23,12,22,12,24,13,22,12,21,12,21,13,22,13,20,12,21,11,20,12,21,13,21,11,19,12,21,12,20,12,19,12,21,11,22,12,20,11,22,11,21,10,21,11,22,8,21,8,24,8,22,7,22,4,21,4,21,2,20,2,20,1,20,0,18,-1,17,-1,16]"
54196,117,"[-12,4,-12,4,-14,4,-16,5,-16,4,-16,3,-16,2,-16,2,-17,3,-18,2,-18,3,-19,2,-19,2,-19,1,-21,1,-19,1,-19,2,-19,1,-20,2,-20,2,-19,1,-21,3,-19,2,-19,2,-20,4,-19,4,-19,3,-19,5,-20,6,-20,6,-20,6,-22,7,-21,8,-20,10,-21,9,-22,10,-20,10,-21,13,-22,13,-22,15,-21,15,-22,15,-22,16,-23,18,-21,16,-24,20,-21,20,-22,20,-24,22,-24,23,-22,25,-21,24,-23,26,-21,25,-22,29,-22,29,-22,29,0,0,0,0,0,0,32,19,33,18,32,16,31,17,31,16,31,15,33,15,33,15,32,13,30,13,31,12,31,11,31,8,30,9,30,9,30,7,29,5,30,5,29,4,26,4,27,2,26,2,27,1,28,1,26,1,26,1,26,0,25,-1,26,0,23,-2,25,0,23,-1,24,-2,24,-3,23,-2,26,-3,25,-2,23,-3,24,-5,24,-3,24,-5,23,-5,24,-5,23,-3,26,-4,23,-4,23,-3,24,-3,23,-1,22,0,22,-1,21,0,20,0,20,0,18,1,17,2,17,2]"
54197,117,"[12,-2,14,-2,15,-1,16,0,16,0,16,0,17,1,17,3,17,3,17,6,17,6,17,7,17,9,16,11,17,11,16,11,16,11,16,11,15,13,15,14,15,14,14,14,15,13,14,15,14,15,15,14,15,15,14,16,14,16,14,16,14,16,14,17,13,18,14,18,15,20,15,19,14,19,16,20,14,22,14,21,15,21,15,22,16,24,15,25,14,24,15,26,15,26,16,27,14,28,14,30,14,30,16,29,14,31,14,32,13,32,13,33,12,33,0,0,0,0,0,0,34,-11,35,-10,34,-9,35,-9,34,-9,34,-8,33,-6,35,-5,33,-5,33,-5,33,-4,31,-3,32,-3,31,-2,32,-3,31,-2,30,-1,29,-1,29,-1,28,0,27,0,28,0,25,0,26,1,27,0,25,1,24,1,25,1,24,3,23,0,24,3,23,3,23,4,23,4,23,4,24,6,23,6,22,6,24,8,22,8,23,8,22,9,22,11,20,11,21,12,20,13,18,13,18,14,16,16,16,16,15,17,13,17,12,17,9,18,7,17,5,17,4,16]"
54198,117,"[10,7,10,8,11,10,11,12,11,13,10,13,10,14,10,16,10,16,8,17,9,17,7,17,8,17,6,18,5,18,7,18,7,18,6,19,5,18,4,19,5,19,4,19,4,20,4,19,4,19,5,19,5,18,4,21,5,21,6,21,6,20,5,22,6,21,6,22,7,23,7,23,7,24,9,24,7,25,7,24,8,25,9,26,10,27,10,28,10,27,10,27,10,29,12,29,11,30,12,30,11,30,12,30,13,31,13,32,12,33,13,33,14,33,0,0,0,0,0,0,33,-13,34,-13,33,-13,33,-14,33,-12,32,-13,31,-13,33,-13,32,-13,32,-13,30,-13,30,-12,30,-13,30,-12,29,-12,28,-12,27,-13,27,-11,27,-12,26,-12,25,-12,24,-11,23,-11,24,-10,25,-11,24,-11,22,-13,22,-10,23,-11,21,-11,22,-9,22,-10,23,-10,20,-10,20,-9,24,-9,21,-10,22,-10,23,-9,22,-9,23,-8,23,-9,23,-7,22,-6,23,-7,22,-6,24,-5,23,-4,23,-2,22,0,21,-1,21,0,19,1,19,1,18,2,17,3,16,4]"
54199,117,"[12,-3,14,-4,15,-2,15,-2,15,-2,16,-1,17,0,18,0,19,0,17,1,19,1,18,3,17,4,17,5,18,6,18,6,18,7,19,7,17,7,18,9,18,9,17,9,18,9,17,11,16,9,17,8,16,10,18,11,18,10,18,11,18,11,19,11,18,12,18,12,21,12,21,12,20,12,22,14,21,13,21,14,22,15,23,16,23,16,24,16,24,16,25,16,26,17,27,17,26,17,25,18,25,20,26,19,28,19,27,21,27,21,28,21,27,20,0,0,0,0,0,0,23,-27,23,-28,23,-27,25,-25,23,-25,23,-26,24,-24,24,-26,22,-24,25,-23,24,-22,23,-22,21,-21,22,-21,23,-20,21,-20,21,-19,21,-19,21,-19,21,-18,22,-19,20,-17,19,-16,19,-16,21,-16,19,-15,20,-17,18,-16,19,-15,17,-15,19,-13,20,-14,19,-15,21,-14,18,-12,20,-11,19,-13,20,-12,21,-12,21,-11,22,-11,23,-9,23,-9,21,-8,24,-8,22,-6,24,-5,22,-5,24,-3,23,-1,23,0,21,0,20,1,19,2,18,4,16,4,16,4]"
54200,117,"[-13,0,-13,0,-14,0,-16,0,-16,0,-16,0,-16,0,-17,-1,-18,-1,-19,-2,-18,-1,-18,-1,-19,-1,-20,-2,-20,-2,-19,-1,-19,0,-19,0,-19,0,-20,0,-21,0,-20,0,-19,0,-20,0,-21,0,-20,2,-20,2,-20,2,-21,4,-21,4,-20,5,-22,5,-21,7,-21,9,-23,8,-22,10,-21,9,-20,12,-22,13,-22,14,-23,15,-22,16,-22,16,-22,18,-22,18,-21,19,-20,20,-20,22,-22,24,-21,26,-20,26,-21,25,-20,28,-19,28,-17,30,-17,32,-16,31,0,0,0,0,0,0,33,14,34,12,34,11,34,12,33,9,33,9,34,8,33,6,33,5,32,5,33,3,32,3,32,1,32,0,31,0,29,-1,30,-2,28,-3,29,-3,27,-4,26,-6,26,-6,25,-7,25,-6,25,-8,24,-7,23,-10,22,-10,23,-10,21,-10,22,-11,21,-11,21,-13,20,-13,18,-12,20,-13,19,-15,18,-15,19,-15,19,-14,17,-16,16,-16,19,-15,17,-16,18,-16,17,-15,17,-15,17,-16,17,-13,17,-13,17,-13,17,-12,17,-11,16,-10,16,-9,16,-8,15,-6]"
54201,117,"[10,-6,10,-7,12,-8,12,-7,13,-7,14,-6,15,-5,16,-6,16,-6,18,-6,17,-6,18,-6,18,-6,18,-6,18,-5,16,-5,18,-6,17,-6,19,-6,18,-6,19,-6,19,-7,18,-7,18,-8,18,-9,18,-10,17,-9,18,-9,18,-11,18,-12,17,-11,19,-12,17,-13,18,-14,19,-15,18,-15,18,-16,15,-18,17,-18,17,-19,17,-19,16,-21,15,-23,16,-24,16,-23,16,-23,16,-26,16,-26,15,-27,15,-29,14,-30,14,-30,13,-30,13,-30,12,-32,12,-34,11,-34,0,0,0,0,0,0,-34,-8,-36,-8,-34,-7,-34,-6,-34,-5,-34,-3,-34,-3,-34,-2,-34,-1,-32,-1,-32,-1,-32,0,-31,0,-32,0,-30,1,-28,3,-29,3,-29,3,-29,2,-27,5,-26,6,-26,5,-24,6,-26,6,-25,6,-24,7,-23,8,-23,8,-23,8,-22,9,-22,9,-21,10,-21,10,-20,10,-20,11,-21,11,-21,13,-19,11,-22,13,-20,12,-20,12,-19,13,-20,12,-20,12,-21,11,-19,13,-21,11,-20,12,-20,10,-19,9,-20,9,-19,8,-19,7,-18,6,-18,5,-16,5,-17,5]"
